Lea State,LEA,School State,School,ID,Year,Category,Sex,American Indian or Alaska Native,Asian or Pacific Islander,Asian,Hawaiian/ Pacific Islander,Hispanic,Black,White,Two or more races,Total,SWD (IDEA-Eligible),LEP
CA,CULVER CITY UNIFIED,CA,CULVER PARK CONTINUATION HIGH,061026007691,2009,Total Enrollment (Secondary Schools),F,0.00,,0.00,0.00,15.00,10.00,0.00,0.00,25.00,0.00,10.00
CA,CULVER CITY UNIFIED,CA,CULVER CITY INDEPENDENT STUDY,061026009774,2009,Took SAT or ACT during school year,M,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
CA,CULVER CITY UNIFIED,CA,CULVER CITY INDEPENDENT STUDY,061026009774,2009,Took SAT or ACT during school year,F,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
CA,CULVER CITY UNIFIED,CA,CULVER CITY INDEPENDENT STUDY,061026009774,2009,Total Enrollment (Secondary Schools),M,0.00,,0.00,0.00,15.00,0.00,5.00,0.00,20.00,0.00,5.00
CA,CULVER CITY UNIFIED,CA,CULVER CITY INDEPENDENT STUDY,061026009774,2009,Total Enrollment (Secondary Schools),F,0.00,,0.00,0.00,15.00,5.00,5.00,0.00,30.00,0.00,5.00
CA,CUTLER-OROSI JOINT UNIFIED,CA,LOVELL HIGH (CONT.),061035001158,2009,Took SAT or ACT during school year,M,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
CA,CUTLER-OROSI JOINT UNIFIED,CA,LOVELL HIGH (CONT.),061035001158,2009,Took SAT or ACT during school year,F,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
CA,CUTLER-OROSI JOINT UNIFIED,CA,LOVELL HIGH (CONT.),061035001158,2009,Total Enrollment (Secondary Schools),M,0.00,,0.00,0.00,65.00,0.00,0.00,0.00,70.00,0.00,40.00
CA,CUTLER-OROSI JOINT UNIFIED,CA,LOVELL HIGH (CONT.),061035001158,2009,Total Enrollment (Secondary Schools),F,0.00,,0.00,0.00,45.00,0.00,0.00,0.00,50.00,0.00,25.00
CA,CUTLER-OROSI JOINT UNIFIED,CA,OROSI HIGH,061035001159,2009,Took SAT or ACT during school year,M,0.00,,0.00,0.00,35.00,0.00,0.00,0.00,35.00,0.00,15.00
CA,CUTLER-OROSI JOINT UNIFIED,CA,OROSI HIGH,061035001159,2009,Took SAT or ACT during school year,F,0.00,,5.00,0.00,45.00,0.00,0.00,0.00,50.00,0.00,5.00
CA,CUTLER-OROSI JOINT UNIFIED,CA,OROSI HIGH,061035001159,2009,Total Enrollment (Secondary Schools),M,0.00,,25.00,0.00,505.00,0.00,10.00,0.00,540.00,40.00,250.00
CA,CUTLER-OROSI JOINT UNIFIED,CA,OROSI HIGH,061035001159,2009,Total Enrollment (Secondary Schools),F,0.00,,20.00,0.00,470.00,0.00,15.00,0.00,505.00,10.00,150.00
CA,CUTLER-OROSI JOINT UNIFIED,CA,YETTEM HIGH (CONT.),061035001845,2009,Took SAT or ACT during school year,M,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
CA,CUTLER-OROSI JOINT UNIFIED,CA,YETTEM HIGH (CONT.),061035001845,2009,Took SAT or ACT during school year,F,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
CA,CUTLER-OROSI JOINT UNIFIED,CA,YETTEM HIGH (CONT.),061035001845,2009,Total Enrollment (Secondary Schools),M,0.00,,0.00,0.00,30.00,0.00,0.00,0.00,30.00,5.00,15.00
CA,CUTLER-OROSI JOINT UNIFIED,CA,YETTEM HIGH (CONT.),061035001845,2009,Total Enrollment (Secondary Schools),F,0.00,,0.00,0.00,15.00,0.00,0.00,0.00,15.00,0.00,5.00
CA,CUTLER-OROSI JOINT UNIFIED,CA,CUTLER-OROSI COMMUNITY DAY,061035008419,2009,Took SAT or ACT during school year,M,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
CA,CUTLER-OROSI JOINT UNIFIED,CA,CUTLER-OROSI COMMUNITY DAY,061035008419,2009,Took SAT or ACT during school year,F,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
CA,CUTLER-OROSI JOINT UNIFIED,CA,CUTLER-OROSI COMMUNITY DAY,061035008419,2009,Total Enrollment (Secondary Schools),M,0.00,,0.00,0.00,10.00,0.00,0.00,0.00,10.00,0.00,10.00
CA,CUTLER-OROSI JOINT UNIFIED,CA,CUTLER-OROSI COMMUNITY DAY,061035008419,2009,Total Enrollment (Secondary Schools),F,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
CA,CUTLER-OROSI JOINT UNIFIED,CA,ESPERANZA HIGH (IND STUDY),061035009776,2009,Took SAT or ACT during school year,M,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
CA,CUTLER-OROSI JOINT UNIFIED,CA,ESPERANZA HIGH (IND STUDY),061035009776,2009,Took SAT or ACT during school year,F,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
CA,CUTLER-OROSI JOINT UNIFIED,CA,ESPERANZA HIGH (IND STUDY),061035009776,2009,Total Enrollment (Secondary Schools),M,0.00,,0.00,0.00,30.00,0.00,0.00,5.00,30.00,0.00,15.00
CA,CUTLER-OROSI JOINT UNIFIED,CA,ESPERANZA HIGH (IND STUDY),061035009776,2009,Total Enrollment (Secondary Schools),F,0.00,,0.00,0.00,20.00,0.00,0.00,5.00,25.00,0.00,10.00
CA,DAVIS JOINT UNIFIED,CA,DAVIS SENIOR HIGH,061062001176,2009,Took SAT or ACT during school year,M,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
CA,DAVIS JOINT UNIFIED,CA,DAVIS SENIOR HIGH,061062001176,2009,Took SAT or ACT during school year,F,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
CA,DAVIS JOINT UNIFIED,CA,DAVIS SENIOR HIGH,061062001176,2009,Total Enrollment (Secondary Schools),M,5.00,,160.00,0.00,120.00,20.00,480.00,30.00,815.00,50.00,75.00
CA,DAVIS JOINT UNIFIED,CA,DAVIS SENIOR HIGH,061062001176,2009,Total Enrollment (Secondary Schools),F,0.00,,150.00,5.00,125.00,30.00,510.00,45.00,860.00,30.00,50.00
CA,BRET HARTE UNION HIGH,CA,BRET HARTE UNION HIGH,060594000537,2011,Took SAT or ACT during school year,M,0.00,,0.00,0.00,8.00,0.00,35.00,5.00,48.00,0.00,0.00
CA,BRET HARTE UNION HIGH,CA,BRET HARTE UNION HIGH,060594000537,2011,Took SAT or ACT during school year,F,0.00,,2.00,0.00,5.00,0.00,38.00,2.00,47.00,0.00,0.00
CA,BRET HARTE UNION HIGH,CA,BRET HARTE UNION HIGH,060594000537,2011,Total Enrollment (Secondary Schools),M,5.00,,2.00,2.00,62.00,2.00,266.00,29.00,368.00,61.00,5.00
CA,BRET HARTE UNION HIGH,CA,BRET HARTE UNION HIGH,060594000537,2011,Total Enrollment (Secondary Schools),F,11.00,,5.00,0.00,50.00,2.00,254.00,20.00,342.00,25.00,5.00
CA,BRET HARTE UNION HIGH,CA,VALLECITO CONTINUATION HIGH,060594000538,2011,Took SAT or ACT during school year,M,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
CA,BRET HARTE UNION HIGH,CA,VALLECITO CONTINUATION HIGH,060594000538,2011,Took SAT or ACT during school year,F,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
CA,BRET HARTE UNION HIGH,CA,VALLECITO CONTINUATION HIGH,060594000538,2011,Total Enrollment (Secondary Schools),M,0.00,,0.00,0.00,2.00,2.00,14.00,2.00,20.00,4.00,0.00
CA,BRET HARTE UNION HIGH,CA,VALLECITO CONTINUATION HIGH,060594000538,2011,Total Enrollment (Secondary Schools),F,0.00,,0.00,0.00,2.00,0.00,5.00,0.00,7.00,<=2,0.00
CA,BRET HARTE UNION HIGH,CA,JOHN VIERRA HIGH,060594006991,2011,Took SAT or ACT during school year,M,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
CA,BRET HARTE UNION HIGH,CA,JOHN VIERRA HIGH,060594006991,2011,Took SAT or ACT during school year,F,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
CA,BRET HARTE UNION HIGH,CA,JOHN VIERRA HIGH,060594006991,2011,Total Enrollment (Secondary Schools),M,0.00,,0.00,0.00,2.00,0.00,11.00,2.00,15.00,<=2,2.00
CA,BRET HARTE UNION HIGH,CA,JOHN VIERRA HIGH,060594006991,2011,Total Enrollment (Secondary Schools),F,0.00,,0.00,0.00,0.00,0.00,17.00,2.00,19.00,<=2,0.00
CA,BURTON ELEMENTARY,CA,SUMMIT CHARTER ACADEMY,060657011526,2011,Took SAT or ACT during school year,M,0.00,,0.00,0.00,0.00,0.00,2.00,0.00,2.00,0.00,0.00
CA,BURTON ELEMENTARY,CA,SUMMIT CHARTER ACADEMY,060657011526,2011,Took SAT or ACT during school year,F,0.00,,0.00,0.00,5.00,0.00,2.00,0.00,7.00,0.00,0.00
CA,BURTON ELEMENTARY,CA,SUMMIT CHARTER ACADEMY,060657011526,2011,Total Enrollment (Secondary Schools),M,11.00,,26.00,0.00,323.00,5.00,188.00,2.00,555.00,46.00,110.00
CA,BURTON ELEMENTARY,CA,SUMMIT CHARTER ACADEMY,060657011526,2011,Total Enrollment (Secondary Schools),F,11.00,,14.00,2.00,320.00,5.00,182.00,2.00,536.00,31.00,122.00
CA,BURTON ELEMENTARY,CA,BURTON PATHWAYS CHARTER ACADEMY,060657012691,2011,Took SAT or ACT during school year,M,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
CA,BURTON ELEMENTARY,CA,BURTON PATHWAYS CHARTER ACADEMY,060657012691,2011,Took SAT or ACT during school year,F,0.00,,0.00,0.00,2.00,0.00,0.00,0.00,2.00,0.00,0.00
CA,BURTON ELEMENTARY,CA,BURTON PATHWAYS CHARTER ACADEMY,060657012691,2011,Total Enrollment (Secondary Schools),M,2.00,,0.00,0.00,38.00,0.00,14.00,0.00,54.00,4.00,17.00
CA,BURTON ELEMENTARY,CA,BURTON PATHWAYS CHARTER ACADEMY,060657012691,2011,Total Enrollment (Secondary Schools),F,0.00,,0.00,0.00,38.00,0.00,8.00,0.00,46.00,<=2,5.00
CA,BUTTE VALLEY UNIFIED,CA,BUTTE VALLEY HIGH,060658000590,2011,Took SAT or ACT during school year,M,0.00,,0.00,0.00,2.00,0.00,0.00,0.00,2.00,0.00,0.00
CA,BUTTE VALLEY UNIFIED,CA,BUTTE VALLEY HIGH,060658000590,2011,Took SAT or ACT during school year,F,0.00,,0.00,0.00,0.00,0.00,2.00,0.00,2.00,0.00,0.00
CA,BUTTE VALLEY UNIFIED,CA,BUTTE VALLEY HIGH,060658000590,2011,Total Enrollment (Secondary Schools),M,0.00,,2.00,0.00,11.00,0.00,29.00,0.00,42.00,4.00,2.00
CA,BUTTE VALLEY UNIFIED,CA,BUTTE VALLEY HIGH,060658000590,2011,Total Enrollment (Secondary Schools),F,2.00,,0.00,0.00,17.00,0.00,14.00,0.00,33.00,<=2,0.00
CA,BUTTE VALLEY UNIFIED,CA,CASCADE HIGH,060658002824,2011,Took SAT or ACT during school year,M,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
CA,BUTTE VALLEY UNIFIED,CA,CASCADE HIGH,060658002824,2011,Took SAT or ACT during school year,F,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
CA,BUTTE VALLEY UNIFIED,CA,CASCADE HIGH,060658002824,2011,Total Enrollment (Secondary Schools),M,0.00,,0.00,0.00,0.00,0.00,2.00,0.00,2.00,<=2,0.00
CA,BUTTE VALLEY UNIFIED,CA,CASCADE HIGH,060658002824,2011,Total Enrollment (Secondary Schools),F,0.00,,0.00,0.00,2.00,0.00,0.00,0.00,2.00,<=2,0.00
CA,CABRILLO UNIFIED,CA,HALF MOON BAY HIGH,060678000599,2011,Took SAT or ACT during school year,M,0.00,,2.00,0.00,23.00,0.00,47.00,0.00,72.00,5.00,14.00
CA,CABRILLO UNIFIED,CA,HALF MOON BAY HIGH,060678000599,2011,Took SAT or ACT during school year,F,0.00,,2.00,0.00,26.00,0.00,47.00,0.00,75.00,0.00,20.00
CA,CABRILLO UNIFIED,CA,HALF MOON BAY HIGH,060678000599,2011,Total Enrollment (Secondary Schools),M,2.00,,17.00,2.00,203.00,2.00,242.00,5.00,473.00,58.00,152.00
CA,CABRILLO UNIFIED,CA,HALF MOON BAY HIGH,060678000599,2011,Total Enrollment (Secondary Schools),F,2.00,,26.00,2.00,206.00,5.00,224.00,5.00,470.00,31.00,140.00
CA,EAST SIDE UNION HIGH,CA,APOLLO HIGH,061182006643,2011,Took SAT or ACT during school year,M,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
CA,EAST SIDE UNION HIGH,CA,APOLLO HIGH,061182006643,2011,Took SAT or ACT during school year,F,0.00,,2.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00
CA,EAST SIDE UNION HIGH,CA,APOLLO HIGH,061182006643,2011,Total Enrollment (Secondary Schools),M,0.00,,8.00,2.00,50.00,2.00,2.00,0.00,64.00,4.00,14.00
CA,EAST SIDE UNION HIGH,CA,APOLLO HIGH,061182006643,2011,Total Enrollment (Secondary Schools),F,0.00,,11.00,0.00,83.00,0.00,0.00,0.00,94.00,<=2,20.00
CA,EAST SIDE UNION HIGH,CA,PEGASUS HIGH,061182010320,2011,Took SAT or ACT during school year,M,0.00,,0.00,0.00,2.00,0.00,0.00,0.00,2.00,0.00,0.00
CA,EAST SIDE UNION HIGH,CA,PEGASUS HIGH,061182010320,2011,Took SAT or ACT during school year,F,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
CA,EAST SIDE UNION HIGH,CA,PEGASUS HIGH,061182010320,2011,Total Enrollment (Secondary Schools),M,0.00,,5.00,5.00,44.00,5.00,5.00,2.00,66.00,<=2,11.00
CA,EAST SIDE UNION HIGH,CA,PEGASUS HIGH,061182010320,2011,Total Enrollment (Secondary Schools),F,2.00,,2.00,0.00,41.00,2.00,2.00,0.00,49.00,<=2,5.00
CA,EAST SIDE UNION HIGH,CA,EVERGREEN VALLEY HIGH,061182010665,2011,Took SAT or ACT during school year,M,0.00,,200.00,5.00,14.00,2.00,8.00,2.00,231.00,0.00,5.00
CA,EAST SIDE UNION HIGH,CA,EVERGREEN VALLEY HIGH,061182010665,2011,Took SAT or ACT during school year,F,0.00,,233.00,0.00,29.00,8.00,23.00,2.00,295.00,5.00,2.00
CA,EAST SIDE UNION HIGH,CA,EVERGREEN VALLEY HIGH,061182010665,2011,Total Enrollment (Secondary Schools),M,5.00,,884.00,8.00,266.00,32.00,104.00,35.00,1334.00,91.00,80.00
CA,EAST SIDE UNION HIGH,CA,EVERGREEN VALLEY HIGH,061182010665,2011,Total Enrollment (Secondary Schools),F,2.00,,836.00,5.00,281.00,38.00,98.00,35.00,1295.00,58.00,47.00
CA,AMADOR COUNTY OFFICE OF EDUCATION,CA,AMADOR CO SPECIAL EDUCATION,069100106970,2011,Took SAT or ACT during school year,M,0.00,,0.00,0.00,0.00,0.00,2.00,0.00,2.00,2.00,0.00
CA,AMADOR COUNTY OFFICE OF EDUCATION,CA,AMADOR CO SPECIAL EDUCATION,069100106970,2011,Took SAT or ACT during school year,F,0.00,,0.00,0.00,0.00,0.00,2.00,0.00,2.00,2.00,0.00
CA,AMADOR COUNTY OFFICE OF EDUCATION,CA,AMADOR CO SPECIAL EDUCATION,069100106970,2011,Total Enrollment (Secondary Schools),M,5.00,,2.00,0.00,26.00,2.00,95.00,11.00,141.00,139.00,0.00
CA,AMADOR COUNTY OFFICE OF EDUCATION,CA,AMADOR CO SPECIAL EDUCATION,069100106970,2011,Total Enrollment (Secondary Schools),F,0.00,,0.00,0.00,17.00,2.00,50.00,2.00,71.00,70.00,0.00
CA,AMADOR COUNTY OFFICE OF EDUCATION,CA,CO COMMUNITY,069100109474,2011,Took SAT or ACT during school year,M,0.00,,0.00,0.00,0.00,0.00,2.00,0.00,2.00,0.00,0.00
CA,AMADOR COUNTY OFFICE OF EDUCATION,CA,CO COMMUNITY,069100109474,2011,Took SAT or ACT during school year,F,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
CA,AMADOR COUNTY OFFICE OF EDUCATION,CA,CO COMMUNITY,069100109474,2011,Total Enrollment (Secondary Schools),M,2.00,,2.00,0.00,14.00,0.00,35.00,5.00,58.00,<=2,2.00
CA,AMADOR COUNTY OFFICE OF EDUCATION,CA,CO COMMUNITY,069100109474,2011,Total Enrollment (Secondary Schools),F,5.00,,0.00,0.00,11.00,0.00,23.00,2.00,41.00,<=2,0.00
CA,BUTTE COUNTY OFFICE OF EDUCATION,CA,TABLE MOUNTAIN,069100209213,2011,Took SAT or ACT during school year,M,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
CA,BUTTE COUNTY OFFICE OF EDUCATION,CA,TABLE MOUNTAIN,069100209213,2011,Took SAT or ACT during school year,F,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
CA,BUTTE COUNTY OFFICE OF EDUCATION,CA,TABLE MOUNTAIN,069100209213,2011,Total Enrollment (Secondary Schools),M,8.00,,2.00,0.00,0.00,8.00,26.00,0.00,44.00,13.00,5.00
CA,BUTTE COUNTY OFFICE OF EDUCATION,CA,TABLE MOUNTAIN,069100209213,2011,Total Enrollment (Secondary Schools),F,2.00,,0.00,0.00,0.00,2.00,5.00,0.00,9.00,4.00,0.00
CA,BUTTE COUNTY OFFICE OF EDUCATION,CA,BUTTE CO SPECIAL EDUCATION,069100209214,2011,Took SAT or ACT during school year,M,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
CA,BUTTE COUNTY OFFICE OF EDUCATION,CA,BUTTE CO SPECIAL EDUCATION,069100209214,2011,Took SAT or ACT during school year,F,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
CA,BUTTE COUNTY OFFICE OF EDUCATION,CA,BUTTE CO SPECIAL EDUCATION,069100209214,2011,Total Enrollment (Secondary Schools),M,2.00,,8.00,0.00,0.00,0.00,50.00,0.00,60.00,61.00,2.00
CA,BUTTE COUNTY OFFICE OF EDUCATION,CA,BUTTE CO SPECIAL EDUCATION,069100209214,2011,Total Enrollment (Secondary Schools),F,0.00,,2.00,0.00,0.00,0.00,14.00,0.00,16.00,16.00,0.00
CA,CALAVERAS COUNTY OFFICE OF EDUCATION,CA,CALAVERAS RIVER ACADEMY,069100309215,2011,Took SAT or ACT during school year,M,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
CA,CALAVERAS COUNTY OFFICE OF EDUCATION,CA,CALAVERAS RIVER ACADEMY,069100309215,2011,Took SAT or ACT during school year,F,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
CA,CALAVERAS COUNTY OFFICE OF EDUCATION,CA,CALAVERAS RIVER ACADEMY,069100309215,2011,Total Enrollment (Secondary Schools),M,2.00,,0.00,2.00,8.00,0.00,29.00,0.00,41.00,16.00,2.00
